,date,USD/INR exchange rate,Federal funds rate,Ethanol Futures CLOSE,CBOE Volatility Index (VIX) CLOSE,India Inflation data Core CPI,USD / Brazilian Real Rate,ICEUS Sugar #11 CLOSE
309,2017-10-20,65.04,1.16,1.386,9.97,4.0,3.1926,14.0
310,2018-03-21,65.11,1.44,1.4809999999999999,17.86,4.0,3.3159,12.67
311,2018-08-16,70.1,1.92,1.361,13.45,4.0,3.9116,10.3
312,2019-06-12,69.53,2.37,1.5490000000000002,15.91,3.0,3.8487,12.62
313,2017-10-25,64.84,1.16,1.389,11.23,4.0,3.2906,14.18
314,2018-08-24,69.97,1.92,1.3130000000000002,11.99,4.0,4.102,10.23
315,2019-01-22,71.19,2.4,1.27,20.8,2.0,3.7663,12.93
316,2019-06-21,69.62,2.38,1.575,15.4,3.0,3.8192,12.22
317,2019-11-21,71.79,1.55,1.435,13.13,6.0,4.1966,12.61
318,2017-05-26,64.51,0.91,1.52,9.81,2.0,3.2601,15.05
319,2017-05-31,64.48,0.83,1.5290000000000001,10.41,2.0,3.2506,14.87
320,2018-08-21,69.87,1.92,1.32,12.86,4.0,4.0425,10.17
321,2019-01-31,71.44,2.4,1.3030000000000002,16.57,2.0,3.6597,12.73
322,2019-07-03,68.53,2.41,1.483,12.57,3.0,3.8272,12.54
323,2017-06-01,64.42,0.91,1.554,9.89,2.0,3.2483,14.23
324,2018-04-06,64.93,1.69,1.4340000000000002,21.49,5.0,3.3697,12.34
325,2018-09-07,71.79,1.92,1.2919999999999998,14.88,4.0,4.0597,11.01
326,2019-07-12,68.56,2.38,1.594,12.39,3.0,3.7373,12.3
327,2017-06-06,64.44,0.91,1.5659999999999998,10.45,2.0,3.2695,13.98
328,2017-06-07,64.25,0.91,1.5430000000000001,10.39,2.0,3.2617,14.14
329,2017-11-07,64.92,1.16,1.446,9.89,5.0,3.2548,14.72
330,2018-04-12,65.26,1.69,1.4880000000000002,18.49,5.0,3.4223,12.05
331,2019-02-19,71.01,2.4,1.327,14.88,3.0,3.7277,13.35
332,2019-07-24,69.04,2.4,1.472,12.07,3.0,3.779,12.06
333,2017-06-08,64.25,0.91,1.55,10.16,2.0,3.2971,14.34
334,2017-11-14,65.27,1.16,1.4080000000000001,11.59,5.0,3.3133,15.1
335,2018-04-19,66.21,1.69,1.499,15.96,5.0,3.4130000000000003,11.75
336,2018-09-25,72.6,1.93,1.273,12.42,4.0,4.0322,10.36
337,2019-02-27,70.84,2.4,1.327,14.7,3.0,3.7514,12.91
338,2019-08-02,69.7,2.14,1.445,17.61,3.0,3.8893,12.02
339,2020-01-07,72.0,1.55,1.335,13.79,7.0,4.06,13.59
340,2017-01-04,67.74,0.66,1.507,11.85,3.0,3.1991,20.89
341,2017-06-13,64.24,0.91,1.5490000000000002,10.42,2.0,3.2742,13.79
342,2018-04-26,66.62,1.7,1.4480000000000002,16.24,5.0,3.4568,10.97
343,2019-03-08,70.01,2.4,1.2990000000000002,16.05,3.0,3.8668,12.18
344,2019-08-14,71.28,2.12,1.268,22.1,3.0,3.991,11.61
345,2020-01-17,71.04,1.55,1.349,12.1,7.0,4.16,14.45
346,2017-01-05,68.12,0.66,1.551,11.67,3.0,3.2241,20.78
347,2017-06-15,64.47,1.16,1.571,10.9,2.0,3.2933,13.47
348,2017-11-16,65.02,1.16,1.415,11.76,5.0,3.2574,15.26
349,2018-05-02,66.67,1.7,1.429,15.97,5.0,3.5282,11.75
350,2019-08-23,71.51,2.12,1.317,19.87,3.0,4.1198,11.47
351,2020-03-13,73.94,1.09,1.181,57.83,4.2,4.79,11.7
352,2017-01-06,68.12,0.66,1.551,11.32,3.0,3.2241,20.75
353,2017-06-20,64.53,1.16,1.515,10.86,2.0,3.3363,13.61
354,2018-10-12,73.61,2.18,1.3090000000000002,21.31,3.0,3.783,13.07
355,2019-03-26,69.1,2.4,1.3730000000000002,14.68,3.0,3.9935,12.59
356,2019-08-28,71.69,2.12,1.34,19.35,3.0,4.1688,11.37
357,2020-06-02,75.52,0.05,1.138,26.84,4.0,5.33,11.22
358,2017-06-21,64.61,1.16,1.4980000000000002,10.75,2.0,3.3425,13.06
359,2017-12-01,64.52,1.16,1.35,11.43,5.0,3.2581,14.98
360,2019-03-22,69.17,2.41,1.419,16.48,3.0,3.9071,12.57
361,2017-01-03,67.89,0.66,1.507,12.85,3.0,3.2163,20.51
362,2017-06-23,64.51,1.16,1.4909999999999999,10.02,2.0,3.343,12.97
363,2017-12-05,64.53,1.16,1.317,11.33,5.0,3.2357,14.9
364,2018-05-18,67.99,1.7,1.464,13.42,5.0,3.737,11.66
365,2018-10-30,73.96,2.2,1.262,23.35,3.0,3.722,13.32
366,2019-04-11,69.19,2.41,1.33,13.02,3.0,3.8819,12.66
367,2019-09-26,70.51,1.85,1.4769999999999999,16.07,4.0,4.1602,11.63
368,2017-01-10,68.31,0.66,1.492,11.49,3.0,3.1975,20.48
369,2017-06-27,64.53,1.16,1.472,11.06,2.0,3.2805,12.65
370,2017-12-08,64.48,1.16,1.329,9.58,5.0,3.2919,14.05
371,2018-05-24,67.73,1.7,1.501,12.53,5.0,3.6524,12.38
372,2018-11-06,72.45,2.2,1.276,19.91,2.0,3.7318,12.96
373,2019-04-23,69.96,2.44,1.3030000000000002,12.28,3.0,3.9927,12.7
374,2019-10-08,71.12,1.82,1.496,20.28,5.0,4.1104,12.46
375,2017-01-11,68.14,0.66,1.475,11.26,3.0,3.1881,20.56
376,2017-06-30,64.62,1.06,1.5090000000000001,11.18,2.0,3.3072,13.68
377,2017-12-13,64.34,1.17,1.274,10.18,5.0,3.3419,13.85
378,2018-05-29,67.44,1.7,1.46,17.02,5.0,3.7241,12.46
379,2019-05-01,69.41,2.45,1.319,14.8,3.0,3.9661,12.21
380,2019-10-17,71.09,1.85,1.4369999999999998,13.79,5.0,4.1117,12.24
381,2017-01-12,68.18,0.66,1.476,11.54,3.0,3.2213,20.76
382,2017-12-19,64.12,1.42,1.285,10.03,5.0,3.2979,14.41
383,2018-11-21,70.69,2.2,1.2790000000000001,20.8,2.0,3.7976,12.68
384,2019-05-03,69.1,2.4,1.319,12.87,3.0,3.9382,12.01
385,2019-10-29,70.95,1.82,1.411,13.2,5.0,3.9909,12.34
386,2017-07-05,64.73,1.16,1.511,11.07,2.0,3.2962,13.72
387,2017-12-21,64.02,1.42,1.306,9.62,5.0,3.3369999999999997,14.77
388,2018-06-12,67.65,1.7,1.4369999999999998,12.34,5.0,3.7201,12.35
389,2018-11-29,69.65,2.2,1.2209999999999999,18.79,2.0,3.8669,12.87
390,2019-11-12,72.15,1.55,1.412,12.68,6.0,4.1704,12.59
391,2017-01-13,68.18,0.66,1.476,11.23,3.0,3.2213,20.52
392,2017-12-26,64.12,1.42,1.296,10.25,5.0,3.315,14.7
393,2018-06-15,68.06,1.9,1.4169999999999998,11.98,5.0,3.7296,12.02
394,2018-12-07,70.86,2.19,1.238,23.23,2.0,3.9075,12.87
395,2019-05-31,69.58,2.4,1.517,18.71,3.0,3.9228,12.1
396,2019-11-22,71.79,1.55,1.435,12.34,6.0,4.1966,12.83
397,2017-01-17,68.22,0.66,1.5030000000000001,11.87,3.0,3.2309,20.73
398,2017-07-12,64.46,1.16,1.5119999999999998,10.3,2.0,3.2138,13.49
399,2017-07-06,64.63,1.16,1.518,12.54,2.0,3.2813,13.92
400,2018-06-20,67.95,1.92,1.42,12.79,5.0,3.7691,11.89
401,2019-06-11,69.38,2.37,1.5119999999999998,15.99,3.0,3.8672,12.54
402,2019-12-04,71.25,1.55,1.374,14.8,7.0,4.186,13.06
403,2017-01-18,68.1,0.66,1.475,12.48,3.0,3.1965,20.98
404,2017-07-13,64.42,1.16,1.538,9.9,2.0,3.1799,14.14
405,2018-01-04,63.34,1.42,1.315,9.22,5.0,3.2292,15.25
406,2018-06-29,68.46,1.91,1.425,16.09,5.0,3.8771,11.86
407,2018-12-27,69.93,2.4,1.255,29.96,2.0,3.8813,12.25
408,2019-12-18,71.09,1.55,1.369,12.58,7.0,4.07,13.43
409,2017-01-19,68.08,0.66,1.49,12.78,3.0,3.1689999999999996,20.18
410,2017-07-18,64.27,1.16,1.54,9.89,2.0,3.1489999999999996,14.1
411,2018-01-09,63.63,1.42,1.324,10.08,5.0,3.2283,14.73
412,2019-01-04,69.55,2.4,1.274,21.38,2.0,3.7155,11.93
413,2019-12-27,71.43,1.55,1.42,13.43,7.0,4.05,13.54
414,2017-07-20,64.39,1.16,1.5190000000000001,9.58,2.0,3.1418,14.41
415,2018-01-10,63.69,1.42,1.347,9.82,5.0,3.2155,14.65
416,2018-07-03,68.69,1.91,1.403,16.14,4.0,3.8975,11.39
417,2019-01-11,70.4,2.4,1.287,18.19,2.0,3.7113,12.78
418,2019-07-11,68.56,2.4,1.594,12.93,3.0,3.7373,12.38
419,2020-01-09,71.12,1.55,1.344,12.54,7.0,4.1,13.71
420,2017-01-20,68.08,0.66,1.49,11.54,3.0,3.1689999999999996,20.18
421,2017-07-25,64.36,1.16,1.52,9.43,2.0,3.1387,13.9
422,2018-01-17,63.87,1.42,1.341,11.91,5.0,3.2065,13.42
423,2018-07-20,68.74,1.91,1.429,12.86,4.0,3.7681,11.12
424,2019-01-18,71.21,2.4,1.2790000000000001,17.8,2.0,3.7517,13.03
425,2019-07-23,68.98,2.4,1.482,12.61,3.0,3.7736,11.98
426,2020-01-21,71.19,1.55,1.341,12.85,7.0,4.21,14.55
427,2017-01-24,67.99,0.66,1.4409999999999998,11.07,3.0,3.1702,20.58
428,2017-07-26,64.13,1.16,1.53,9.6,2.0,3.153,14.23
429,2019-01-30,70.96,2.4,1.2790000000000001,17.66,2.0,3.6439999999999997,12.53
430,2019-07-31,69.02,2.4,1.4369999999999998,16.12,3.0,3.8403,12.21
431,2017-01-26,68.11,0.66,1.476,10.63,3.0,3.141,20.36
432,2018-01-26,63.52,1.42,1.361,11.08,5.0,3.1510000000000002,13.36
433,2018-07-25,68.66,1.91,1.445,12.29,4.0,3.7462,11.19
434,2019-02-06,71.3,2.4,1.2930000000000001,15.38,3.0,3.7167,12.9
435,2020-06-08,75.4,0.06,1.185,25.81,4.0,5.12,11.94
436,2017-01-25,67.99,0.66,1.4609999999999999,10.81,3.0,3.178,20.34
437,2017-07-27,64.12,1.16,1.541,10.11,2.0,3.1319,14.43
438,2018-01-31,63.98,1.34,1.426,13.54,5.0,3.1669,13.23
439,2018-08-10,68.89,1.91,1.349,13.16,4.0,3.8596,10.54
440,2019-02-15,71.33,2.4,1.329,14.91,3.0,3.7008,13.14
441,2019-08-08,70.92,2.12,1.442,16.91,3.0,3.9416,11.43
442,2017-01-27,68.11,0.66,1.476,10.58,3.0,3.141,20.33
443,2017-08-04,63.68,1.16,1.5759999999999998,10.03,3.0,3.1313,14.14
444,2018-02-02,64.13,1.42,1.463,17.31,4.0,3.2181,13.63
445,2018-08-17,70.1,1.92,1.361,12.64,4.0,3.9116,10.18
446,2018-02-09,64.38,1.42,1.403,29.06,4.0,3.2942,13.67
447,2019-03-05,70.08,2.4,1.344,14.74,3.0,3.8401,12.44
448,2019-09-11,70.97,2.13,1.3459999999999999,14.61,4.0,4.0608,10.81
449,2017-01-31,67.42,0.56,1.4809999999999999,11.99,3.0,3.1295,20.45
450,2017-08-09,64.1,1.16,1.55,11.11,3.0,3.1757,13.64
451,2018-02-13,64.1,1.42,1.454,24.97,4.0,3.2174,13.48
452,2018-08-31,71.01,1.91,1.28,12.86,4.0,4.0556,10.6
453,2019-03-12,69.53,2.4,1.33,13.77,3.0,3.8147,12.33
454,2019-09-24,70.99,1.9,1.435,17.05,4.0,4.149,11.5
455,2017-02-01,67.21,0.66,1.489,11.81,4.0,3.1239999999999997,20.84
456,2017-08-11,64.14,1.16,1.575,15.51,3.0,3.1938,13.2
457,2018-09-06,71.79,1.92,1.2919999999999998,14.65,4.0,4.0597,10.8
458,2019-03-20,68.81,2.41,1.4080000000000001,13.91,3.0,3.793,12.74
459,2019-10-03,70.83,1.83,1.3880000000000001,19.12,5.0,4.0556,12.74
460,2017-02-02,67.18,0.66,1.489,11.93,4.0,3.1176,20.55
461,2017-08-17,64.1,1.16,1.507,15.55,3.0,3.1465,13.29
462,2018-02-21,64.98,1.42,1.4869999999999999,20.02,4.0,3.2502,13.38
463,2018-09-18,72.36,1.92,1.255,12.79,4.0,4.1315,10.52
464,2019-10-15,71.36,1.9,1.422,13.54,5.0,4.1518,12.59
465,2019-04-09,69.15,2.41,1.327,14.28,3.0,3.8251,12.78
466,2017-02-07,67.05,0.66,1.604,11.29,4.0,3.1175,20.72
467,2017-08-23,64.05,1.16,1.51,12.25,3.0,3.1481,13.67
468,2018-03-09,65.13,1.42,1.51,14.64,4.0,3.2553,12.84
469,2018-09-28,72.51,2.18,1.285,12.12,4.0,4.0491,10.42
470,2019-11-08,71.36,1.55,1.4180000000000001,12.07,6.0,4.1635,12.57
471,2017-02-03,67.18,0.66,1.489,10.97,4.0,3.1176,21.11
472,2017-08-24,64.01,1.16,1.5,12.23,3.0,3.1603,14.02
473,2018-03-16,64.99,1.43,1.493,15.8,4.0,3.2811,12.65
474,2018-10-05,73.77,2.18,1.32,14.82,3.0,3.8413,12.63
475,2019-04-26,69.85,2.44,1.3419999999999999,12.73,3.0,3.9293,12.26
476,2019-11-19,71.75,1.55,1.405,12.86,6.0,4.1965,12.69
477,2017-02-08,66.77,0.66,1.589,11.45,4.0,3.1301,20.76
478,2018-03-22,64.99,1.68,1.4509999999999998,23.34,4.0,3.3123,12.77
479,2019-05-09,70.02,2.38,1.3,19.1,3.0,3.9572,11.78
480,2019-11-29,71.75,1.56,1.47,12.62,6.0,4.2367,12.94
481,2017-02-09,66.85,0.66,1.601,10.88,4.0,3.1157,20.65
482,2017-08-31,64.03,1.07,1.556,10.59,3.0,3.1416,14.4
483,2018-03-27,65.16,1.68,1.425,22.5,4.0,3.3205,12.54
484,2018-10-19,73.38,2.19,1.2590000000000001,19.89,3.0,3.7149,13.89
485,2019-05-16,70.28,2.39,1.364,15.29,3.0,4.0999,11.78
486,2019-12-12,70.65,1.55,1.344,13.94,7.0,4.09,13.52
487,2017-02-10,66.85,0.66,1.601,10.85,4.0,3.1157,20.42
488,2017-08-30,63.94,1.16,1.547,11.22,3.0,3.1479,13.91
489,2018-03-29,65.12,1.68,1.454,19.97,4.0,3.306,12.35
490,2019-05-28,69.85,2.39,1.47,17.5,3.0,3.9747,11.75
491,2017-02-14,66.88,0.66,1.5530000000000002,10.74,4.0,3.0575,20.47
492,2017-09-05,64.06,1.16,1.56,12.23,3.0,3.1004,14.03
493,2018-04-05,64.93,1.69,1.4340000000000002,18.94,5.0,3.3697,12.35
494,2018-11-02,72.44,2.19,1.3019999999999998,19.51,2.0,3.6968,13.44
495,2019-06-06,69.36,2.37,1.482,15.93,3.0,3.8789,12.51
496,2020-01-02,71.57,1.55,1.3630000000000002,12.47,7.0,4.07,13.13
497,2017-02-15,67.08,0.66,1.541,11.97,4.0,3.0892,20.48
498,2017-09-06,64.02,1.16,1.526,11.63,3.0,3.0993,14.29
499,2018-04-11,65.29,1.69,1.4980000000000002,20.24,5.0,3.4133,12.06
500,2018-11-09,72.48,2.19,1.255,17.36,2.0,3.7335,12.73
501,2020-01-15,70.82,1.55,1.359,12.42,7.0,4.18,14.52
502,2017-02-16,67.08,0.66,1.52,11.76,4.0,3.1048,20.36
503,2018-04-17,65.72,1.69,1.5019999999999998,15.25,5.0,3.3805,11.65
504,2018-11-20,71.31,2.2,1.2790000000000001,22.48,2.0,3.7976,12.46
505,2019-06-26,69.09,2.38,1.561,16.21,3.0,3.8196,12.03
506,2017-02-17,67.08,0.66,1.52,11.49,4.0,3.1048,20.3
507,2017-09-13,64.12,1.16,1.545,10.5,3.0,3.1189999999999998,14.33
508,2018-04-24,66.92,1.7,1.472,18.02,5.0,3.485,11.14
509,2018-11-28,69.78,2.2,1.2,18.49,2.0,3.8527,12.84
510,2020-04-08,75.88,0.05,0.866,43.35,3.9,5.22,10.37
511,2019-07-16,68.85,2.41,1.4780000000000002,12.86,3.0,3.7641,11.99
512,2017-02-21,66.95,0.66,1.504,11.57,4.0,3.0639999999999996,20.8
513,2017-09-20,64.81,1.16,1.511,9.78,3.0,3.1377,14.07
514,2017-09-22,64.8,1.16,1.514,9.59,3.0,3.125,13.98
515,2018-05-04,66.82,1.7,1.4980000000000002,14.77,5.0,3.5303,11.51
516,2018-12-13,71.92,2.19,1.258,20.65,2.0,3.9171,12.75
517,2019-07-26,68.88,2.4,1.469,12.16,3.0,3.7761,12.02
518,2017-09-21,64.8,1.16,1.514,9.67,3.0,3.125,14.05
519,2018-05-11,67.36,1.7,1.459,12.65,5.0,3.5999,11.22
520,2019-08-06,71.15,2.13,1.419,20.17,3.0,3.9691,11.73
521,2017-02-22,66.69,0.66,1.506,11.74,4.0,3.0595,20.71
522,2017-09-28,65.31,1.16,1.506,9.55,3.0,3.1619,13.23
523,2018-05-17,67.99,1.7,1.464,13.43,5.0,3.737,11.56
524,2019-01-02,70.11,2.4,1.274,23.22,2.0,3.7565,11.93
525,2019-08-16,71.16,2.13,1.3030000000000002,18.47,3.0,4.0058,11.64
526,2017-02-23,66.65,0.66,1.504,11.71,4.0,3.111,20.16
527,2018-05-22,68.37,1.7,1.504,13.22,5.0,3.6288,12.15
528,2019-01-09,70.42,2.4,1.27,19.98,2.0,3.7105,12.87
529,2019-08-27,71.83,2.12,1.329,20.31,3.0,4.1682,11.24
530,2017-02-24,66.65,0.66,1.504,11.47,4.0,3.111,19.8
531,2017-10-06,65.4,1.16,1.42,9.65,4.0,3.1561,13.98
532,2019-01-17,71.21,2.4,1.2790000000000001,18.06,2.0,3.7517,12.85
533,2019-09-06,71.65,2.12,1.304,15.0,4.0,4.0618,11.02
534,2017-02-28,66.87,0.57,1.521,12.92,4.0,3.09,19.31
535,2017-10-11,65.06,1.16,1.426,9.85,4.0,3.1705,14.3
536,2018-06-01,67.0,1.7,1.462,13.46,5.0,3.7633,12.52
537,2019-01-25,70.9,2.4,1.274,17.42,2.0,3.7708,12.44
538,2019-09-19,71.08,1.9,1.3619999999999999,14.05,4.0,4.148,10.99
539,2017-03-01,66.79,0.66,1.4769999999999999,12.54,4.0,3.1565,19.48
540,2018-06-08,67.53,1.7,1.4469999999999998,12.18,5.0,3.7094,12.25
541,2019-02-01,71.44,2.4,1.3030000000000002,16.14,3.0,3.6597,12.6
542,2017-03-02,66.78,0.66,1.4769999999999999,11.81,4.0,3.1158,19.66
543,2017-10-19,65.04,1.16,1.386,10.05,4.0,3.1926,14.13
544,2018-06-06,67.42,1.7,1.446,11.64,5.0,3.9078,12.2
545,2019-02-13,71.02,2.4,1.3259999999999998,15.65,3.0,3.7233,12.75
546,2019-10-10,70.92,1.82,1.507,17.57,5.0,4.1097,12.41
547,2017-03-03,66.78,0.66,1.4769999999999999,10.96,4.0,3.1158,19.52
548,2018-06-21,67.87,1.92,1.4180000000000001,14.64,5.0,3.786,11.87
549,2019-02-21,71.04,2.4,1.3459999999999999,14.46,3.0,3.7485,13.24
550,2019-10-22,70.73,1.85,1.431,14.46,5.0,4.0346,12.18
551,2017-10-27,65.04,1.16,1.395,9.8,4.0,3.2363,14.63
552,2018-06-26,68.64,1.92,1.415,15.92,5.0,3.8628,12.12
553,2019-02-28,71.0,2.4,1.338,14.78,3.0,3.7752,12.73
554,2019-11-01,70.76,1.57,1.4509999999999998,12.3,6.0,3.9903,12.48
555,2017-11-01,64.58,1.16,1.42,10.2,5.0,3.2680000000000002,14.61
556,2019-11-05,71.01,1.56,1.3730000000000002,13.1,6.0,4.0836,12.71
557,2017-03-07,66.77,0.66,1.485,11.45,4.0,3.1631,18.4
558,2017-11-02,64.56,1.16,1.42,9.93,5.0,3.3144,14.23
559,2018-07-11,68.52,1.91,1.411,13.63,4.0,3.8822,11.29
560,2019-03-15,68.96,2.4,1.382,12.88,3.0,3.8144,12.52
561,2019-11-26,71.26,1.55,1.47,11.54,6.0,4.2638,12.78
562,2017-03-08,66.69,0.66,1.4880000000000002,11.86,4.0,3.1932,18.4
563,2017-11-09,65.19,1.16,1.456,10.5,5.0,3.2779,14.88
564,2018-07-17,68.63,1.91,1.412,12.06,4.0,3.8512,11.13
565,2019-03-27,69.19,2.41,1.38,15.15,3.0,3.9010000000000002,12.58
566,2019-12-05,71.28,1.55,1.375,14.52,7.0,4.1414,13.08
567,2017-03-09,66.56,0.66,1.52,12.3,4.0,3.1395,18.0
568,2018-07-24,68.73,1.91,1.425,12.41,4.0,3.6886,11.19
569,2019-04-04,69.17,2.41,1.3019999999999998,13.58,3.0,3.8735,12.71
570,2019-12-17,71.09,1.55,1.369,12.29,7.0,4.07,13.27
571,2017-03-10,66.56,0.66,1.52,11.66,4.0,3.1395,18.22
572,2017-11-17,65.02,1.16,1.415,11.43,5.0,3.2574,15.37
573,2017-11-21,64.88,1.16,1.3969999999999998,9.73,5.0,3.2243,14.88
574,2018-08-01,68.63,1.91,1.43,13.15,4.0,3.7503,10.48
575,2019-04-12,69.19,2.41,1.33,12.01,3.0,3.8819,12.77
576,2019-12-26,71.3,1.55,1.42,12.65,7.0,4.05,13.44
577,2017-03-14,65.63,0.66,1.536,12.3,4.0,3.1037,18.16
578,2017-11-24,64.68,1.16,1.371,9.67,5.0,3.233,15.45
579,2018-08-08,68.76,1.91,1.37,10.85,4.0,3.8015,10.81
580,2019-04-25,69.85,2.44,1.3419999999999999,13.25,3.0,3.9293,12.36
581,2020-01-10,70.99,1.55,1.3619999999999999,12.56,7.0,4.1,14.07
582,2017-03-15,65.39,0.66,1.556,11.63,4.0,3.1185,18.23
583,2017-11-28,64.36,1.16,1.3519999999999999,10.03,5.0,3.2461,15.04
584,2017-11-29,64.49,1.16,1.3430000000000002,10.7,5.0,3.2727,15.07
585,2018-08-15,70.09,1.91,1.367,14.64,4.0,3.9072,10.23
586,2019-05-07,69.72,2.4,1.324,19.32,3.0,3.9285,11.95
587,2020-01-23,71.27,1.55,1.354,12.98,7.0,4.17,14.57
588,2017-11-30,64.52,1.07,1.35,11.28,5.0,3.2581,15.08
589,2018-08-28,70.54,1.92,1.258,12.5,4.0,4.1074,10.31
590,2019-05-17,70.28,2.39,1.364,15.96,3.0,4.0999,11.55
591,2020-03-26,75.45,0.12,0.9329999999999999,61.0,3.9,5.03,11.33
592,2017-03-16,65.48,0.91,1.541,11.21,4.0,3.0918,18.25
593,2017-12-07,64.48,1.16,1.329,10.16,5.0,3.2919,14.31
594,2017-12-12,64.46,1.17,1.295,9.92,5.0,3.31,13.77
595,2018-09-11,72.16,1.92,1.265,13.22,4.0,4.1579,11.18
596,2019-06-05,69.17,2.38,1.4880000000000002,16.09,3.0,3.8798,12.21
597,2017-03-21,65.46,0.91,1.537,12.47,4.0,3.088,17.29
598,2018-09-14,71.88,1.92,1.281,12.07,4.0,4.1742,11.16
599,2019-06-14,69.83,2.36,1.61,15.28,3.0,3.8958,12.75
600,2019-06-18,69.65,2.37,1.5630000000000002,15.15,3.0,3.839,12.61
601,2017-03-22,65.46,0.91,1.537,12.81,4.0,3.1395,17.3
602,2017-12-14,64.08,1.41,1.262,10.49,5.0,3.2947,13.77
